@relation USER9
@attribute a0 {267.3, 265.4, 255.3, 246.3, 224.2, 214.3, 221.3, 234.3, 237.3, 209.3, 263.3, 235.3, 243.3, 241.3, 233.3, 227.3, 238.3, 242.4, 331.5, 308.4, 282.4, 322.4, 274.4, 248.3, 260.4, 334.4, 420.5, 415.6, 388.5, 337.4, 342.5, 319.5, 323.5, 378.6, 384.5, 350.4, 406.6}
@attribute a1 integer [4, 9]
@attribute a2 integer [34, 58]
@attribute a3 real [29.800787271901, 934.751905386993]
@attribute a4 real [92.4584429844941, 200.54915825329]
@attribute a5 real [0.20295730429247, 0.275956491144648]
@attribute a6 integer [7, 16]
@attribute a7 real [16.283180923064, 611.955730626014]
@attribute a8 real [53.2344838728009, 107.672718133186]
@attribute a9 integer [8, 15]
@attribute a10 real [0.0739595719381689, 0.255979857322702]
@attribute a11 real [2.07849348631974E-7, 1.82074461094696E-6]
@attribute a12 real [1.0, 1.03332534164469]
@attribute a13 real [-0.315418502202643, -0.0800606775661554]
@attribute a14 real [0.0, 0.0806545879602572]
@attribute a15 real [0.275805570726379, 1.00806939681259]
@attribute a16 real [0.232563850687623, 0.740059347181009]
@attribute a17 real [3.43818063647302E-5, 1.80229076317219E-4]
@attribute a18 real [2.83536612543971E-5, 1.71237770170492E-4]
@attribute a19 real [3.94768133174792, 8.39697859840537]
@attribute a20 real [1.65991933669656E-7, 1.42998659868282E-6]
@attribute a21 real [-0.724194429273621, 0.0]
@attribute a22 real [0.801964867904076, 0.980205668566539]
@attribute a23 real [-0.767436149312377, -0.259940652818991]
@attribute a24 real [0.684581497797357, 0.924995786280128]
@attribute a25 real [0.974584801207851, 1.03332534164469]
@attribute a26 integer [3, 43]
@attribute a27 real [-1.03332534164469, -0.919345412039743]
@attribute a28 real [5.0E-4, 6.73611111111111E-4]
@attribute a29 integer [2, 36]
@attribute a30 real [0.241067974192651, 0.307409592963747]
@attribute a31 real [6491.72727272727, 30101.9348441926]
@attribute a32 real [0.423812108655265, 0.848816779819101]
@attribute a33 real [2.61175288799598E-4, 4.4131455399061E-4]
@attribute a34 real [3.1129900076864E-4, 5.16431924882629E-4]
@attribute a35 real [4.88262910798122E-4, 6.92307692307692E-4]
@attribute a36 integer [1, 2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
255.3, 5, 45, 52.3794841608436, 163.642122989497, 0.237516095812746, 12, 34.3059915182102, 82.1253594894796, 9, 0.105757931844888, 1.25933710654157E-6, 1.0, -0.172024157412819, 0.0806545879602572, 0.925589836660617, 0.453039927404719, 1.75815802033957E-4, 1.50983061633681E-4, 7.08969839404622, 1.3549829627346E-6, -0.0744101633393829, 0.85313555701781, -0.546960072595281, 0.827975842587181, 1.0, 19, -0.919345412039743, 5.41436464088398E-4, 10, 0.269046063246001, 6802.31766549158, 0.512556814682255, 3.92265193370166E-4, 3.92265193370166E-4, 5.91160220994475E-4, 1
234.3, 5, 46, 59.9570887302547, 171.532062778624, 0.225221041221804, 10, 32.9599596516161, 79.522496989679, 10, 0.0938967136150235, 1.68209098013211E-6, 1.0, -0.16800448011947, 0.00597349262647004, 0.925322061191626, 0.321457326892109, 1.68068246594585E-4, 1.55863925533302E-4, 7.64831412718737, 1.25929513917999E-6, -0.0746779388083736, 0.87842398622283, -0.678542673107891, 0.83199551988053, 1.0, 12, -0.99402650737353, 6.25E-4, 5, 0.266615434252175, 7420.25821596244, 0.489210761517024, 3.34821428571429E-4, 4.07366071428571E-4, 5.91517857142857E-4, 1
209.3, 4, 47, 374.756417218757, 177.400005747637, 0.240581984466567, 12, 611.955730626014, 96.3285302114588, 9, 0.215480172001911, 1.68914462194394E-6, 1.03332534164469, -0.23567489810597, 0.0, 0.683447937131631, 0.232563850687623, 1.80229076317219E-4, 1.70276751453298E-4, 7.89297658862876, 7.05150850113105E-7, -0.316552062868369, 0.980205668566539, -0.767436149312377, 0.79765044353872, 1.03332534164469, 21, -1.03332534164469, 5.69007263922518E-4, 5, 0.259640544608129, 8310.63879598662, 0.848816779819101, 3.32929782082325E-4, 4.41888619854722E-4, 5.56900726392252E-4, 1
263.3, 7, 45, 63.6616811892426, 168.216536267142, 0.219690217762102, 12, 29.164085191904, 76.4698221215291, 10, 0.102544625902013, 4.67991596519879E-7, 1.0, -0.124699002407981, 0.00601995184038528, 0.34946539110861, 0.479084599512287, 4.2643331068373E-5, 3.91007220374091E-5, 6.68439042916825, 2.57815729819335E-7, -0.65053460889139, 0.859030054778745, -0.520915400487713, 0.875300997592019, 1.0, 17, -0.993980048159615, 6.19318181818182E-4, 8, 0.293429777827077, 23973.8670717812, 0.594140171878313, 3.18181818181818E-4, 3.69318181818182E-4, 6.19318181818182E-4, 1
235.3, 7, 42, 70.170253603011, 182.005435400047, 0.229548896268299, 11, 37.9917725752838, 101.819238664219, 9, 0.0977475563110922, 2.98249309459884E-7, 1.0, -0.116549019607843, 0.00109803921568627, 0.304390435123481, 0.463935711485692, 3.54281831628345E-5, 2.83536612543971E-5, 6.25159371015725, 2.44291680909487E-7, -0.695609564876519, 0.890411865746792, -0.536064288514308, 0.883450980392157, 1.0, 9, -0.998901960784314, 5.64242012236574E-4, 3, 0.274663811002361, 26831.8232044199, 0.733847096602363, 4.28280081577158E-4, 3.73895309313392E-4, 6.59415363698164E-4, 1
243.3, 8, 50, 83.7013150330994, 176.11752329479, 0.231460273973389, 13, 39.5800392810524, 86.1670038269201, 10, 0.0904233456637896, 3.18923939437269E-7, 1.0, -0.177125881916079, 0.0, 0.442271293375394, 0.353522607781283, 3.9599554801926E-5, 3.49602456522759E-5, 6.20632963419647, 2.29226581470537E-7, -0.557728706624606, 0.883823029214567, -0.646477392218717, 0.822874118083921, 1.0, 11, -1.0, 6.35761589403974E-4, 6, 0.247234262733589, 25951.2314015619, 0.592975121270583, 3.44370860927152E-4, 3.77483443708609E-4, 6.35761589403974E-4, 1
241.3, 6, 41, 54.628970226899, 168.709676702471, 0.227819494094885, 10, 34.4132958812351, 85.2570293968044, 9, 0.0953170327393286, 3.38179318539876E-7, 1.0, -0.138965044551062, 0.0121658670322138, 0.940656808142885, 0.421932014595736, 3.5814014660979E-5, 3.19540051987179E-5, 6.84210526315789, 3.34177196426978E-7, -0.0593431918571154, 0.892755878899869, -0.578067985404264, 0.861034955448938, 1.0, 7, -0.987834132967786, 6.35978195033313E-4, 5, 0.269304961481183, 26169.9743058433, 0.746675280956186, 3.57359176256814E-4, 3.81586917019988E-4, 6.23864324651726E-4, 1
227.3, 7, 44, 67.3177003771728, 170.808490381435, 0.231193404806602, 11, 47.0363067294925, 83.7666081978513, 9, 0.101187857457105, 3.90757624890206E-7, 1.0, -0.167605393411845, 0.0088752346816863, 0.340474811812391, 0.334298397992666, 3.72520760636499E-5, 3.29412879477335E-5, 6.33523977122745, 2.9784414519409E-7, -0.659525188187609, 0.915643937398564, -0.665701602007335, 0.832394606588155, 1.0, 11, -0.991124765318314, 6.73611111111111E-4, 3, 0.271851950233669, 27785.2837659481, 0.600093351578701, 2.98611111111111E-4, 3.75E-4, 6.52777777777778E-4, 1
238.3, 6, 47, 57.1205425132199, 171.685586087593, 0.233169179056077, 12, 40.8681042010461, 88.2380015056148, 11, 0.0923206042803189, 4.21436451813116E-7, 1.02019432272814, -0.244236997523338, 0.0, 0.88124181784178, 0.397232092762297, 3.76419125496008E-5, 3.75856781330934E-5, 6.5925304238355, 3.18698212316386E-7, -0.11875818215822, 0.912039555796318, -0.602767907237703, 0.775957325204801, 1.02019432272814, 11, -1.02019432272814, 6.49267982176957E-4, 2, 0.246655225495319, 26504.3621485522, 0.588111531662455, 3.18268618714195E-4, 4.01018459579885E-4, 6.23806492679822E-4, 1
242.4, 9, 46, 81.7442006644094, 169.25320492099, 0.22992698039626, 13, 50.5583156020201, 86.3043192955315, 9, 0.0952970297029703, 4.20230426131854E-7, 1.00505646384628, -0.0800606775661554, 0.0, 0.543536563561595, 0.313248703736814, 3.43818063647302E-5, 3.2248439208106E-5, 5.8993399339934, 3.20939704921702E-7, -0.456463436438405, 0.910437824437055, -0.686751296263186, 0.924995786280128, 1.00505646384628, 9, -1.00505646384628, 6.5034965034965E-4, 3, 0.259404649795307, 26060.8671617162, 0.597846835077923, 3.56643356643357E-4, 3.56643356643357E-4, 6.92307692307692E-4, 1
