@relation USER36
@attribute a0{﻿199.2,199.3,193.1,192.1,209.2,186.2,198.1,191.2,183.1,189.1,230.3,205.2,188.2,171.3,187.2,182.2,196.1,180.3,256.3,256.4,266.3,340.4,264.3,401.6,343.4,409.3,413.5,573.8,240.3,233.3,232.3,235.3,238.3,249.4,181.3,181.2}
@attribute a1 integer[2,5]
@attribute a2 integer[31,60]
@attribute a3 real[26.8302665956912,112.728494352555]
@attribute a4 real[107.524435657835,213.611191230067]
@attribute a5 real[0.210729982847896,0.28047831987276]
@attribute a6 integer[8,15]
@attribute a7 real[15.1418179107913,78.0191715241776]
@attribute a8 real[46.105628806732,214.951950690743]
@attribute a9 integer[8,15]
@attribute a10 real[0.066128218071681,0.616035856573705]
@attribute a11 real[7.04234713874189E-6,9.08114781103349E-5]
@attribute a12 integer[1,1]
@attribute a13 real[-0.707860696517413,-0.278870967741935]
@attribute a14 real[0.0,0.243644896362925]
@attribute a15 real[0.219795410561239,0.981415478615071]
@attribute a16 real[0.354744196529186,0.808868191941689]
@attribute a17 real[0.00175258118849724,0.00664796106784105]
@attribute a18 real[0.00109558688364165,0.00659554416372426]
@attribute a19 real[5.35358565737052,9.41300898995241]
@attribute a20 real[8.24142110960418E-6,4.35199495610151E-5]
@attribute a21 real[-0.780204589438761,-0.0185845213849287]
@attribute a22 real[0.904362671833593,1.37099787243256]
@attribute a23 real[-0.645255803470814,-0.191131808058311]
@attribute a24 real[0.292139303482587,0.721129032258064]
@attribute a25 integer[1,1]
@attribute a26 integer[2,35]
@attribute a27 real[-1.0,-0.756355103637075]
@attribute a28 real[4.35897435897436E-4,5.72093023255814E-4]
@attribute a29 integer[1,28]
@attribute a30 real[0.198672080379275,0.254678966852101]
@attribute a31 real[136.075636110143,709.659922513991]
@attribute a32 real[0.219748342645428,0.586585468126975]
@attribute a33 real[3.45177664974619E-4,5.21978021978022E-4]
@attribute a34 real[3.35227272727273E-4,4.94252873563218E-4]
@attribute a35 real[5.02325581395349E-4,6.37426900584795E-4]
@attribute a36 integer[1,2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
﻿199.2,3,40,89.5121580285885,213.611191230067,0.252469792832937,10,60.9250544895736,159.979178150465,9,0.231425702811245,1.79471533067495E-5,1,-0.563803796278895,0.129674873144146,0.340903769608991,0.557714820885039,0.00304164538739348,0.00244143346167216,8.73493975903614,8.87754551201878E-6,-0.659096230391009,1.02616099477131,-0.442285179114961,0.436196203721105,1,4,-0.870325126855854,5.68965517241379E-4,3,0.222748014685236,555.678212851406,0.363820764485804,4.25287356321839E-4,4.94252873563218E-4,5.05747126436782E-4,1
199.3,3,41,87.2405369165334,194.102439288265,0.258795271058964,11,48.764951079829,128.422769711604,9,0.181133968891119,1.72731499772477E-5,1,-0.406061746987952,0.0248493975903614,0.461878996556813,0.589522872602066,0.00294208559191906,0.00225198042483865,8.58003010536879,1.41899102247167E-5,-0.538121003443187,1.00029190908345,-0.410477127397934,0.593938253012048,1,10,-0.975150602409639,5.26315789473684E-4,9,0.211691528922123,559.268439538384,0.368866970278274,4.32748538011696E-4,4.15204678362573E-4,5.49707602339181E-4,1
193.1,2,43,76.2336446512408,181.15300247485,0.244532112009814,11,61.0971655939624,135.588675232428,10,0.186431900569653,1.90347809134534E-5,1,-0.639396795475966,0.0761545711592837,0.845769837099317,0.538885969521808,0.00337434752556673,0.00242087967621244,8.95908855515277,1.53379432980306E-5,-0.154230162900683,0.904362671833593,-0.461114030478192,0.360603204524034,1,9,-0.923845428840716,5.3757225433526E-4,4,0.209736109817397,579.273951320559,0.381736597363151,4.21965317919075E-4,4.39306358381503E-4,5.49132947976879E-4,1
192.1,2,37,78.4833304116344,201.245520753963,0.233052696272913,9,53.9453547833774,137.979713043369,9,0.187402394586153,1.64840231461686E-5,1,-0.603808812546677,0.151979088872293,0.981415478615071,0.646894093686354,0.00295730425435464,0.00216883702597181,8.43310775637689,1.95916668540528E-5,-0.0185845213849287,0.990587411332287,-0.353105906313646,0.396191187453323,1,2,-0.848020911127707,5.0E-4,1,0.214604988167761,584.145236855804,0.353099067342293,5.0E-4,4.1358024691358E-4,5.92592592592593E-4,1
209.2,3,46,58.209201624921,152.819245543656,0.243885846270455,14,44.7826521805079,100.548821490704,10,0.176864244741874,2.18704145284514E-5,1,-0.468089788732394,0.117737676056338,0.399435608004105,0.618522319138019,0.00329705756631585,0.00282832975209049,8.46080305927342,2.57481476008719E-5,-0.600564391995895,1.03315277071856,-0.381477680861981,0.531910211267606,1,10,-0.882262323943662,4.97175141242938E-4,9,0.209630731426769,537.938814531549,0.315162597607987,4.63276836158192E-4,3.55932203389831E-4,6.10169491525424E-4,1
186.2,3,43,103.261042353326,205.049301630576,0.237737603401987,10,55.285208109796,130.334692717962,10,0.172395273899033,1.98595198436556E-5,1,-0.40550566185084,0.0441233893010543,0.534732272069465,0.602026049204052,0.0028136714800201,0.00227752478644344,8.86143931256713,9.60596340263778E-6,-0.465267727930535,1.03088504709006,-0.397973950795948,0.594494338149161,1,6,-0.955876610698946,5.6969696969697E-4,4,0.20407961796528,605.989258861439,0.34838063015053,4.12121212121212E-4,4.42424242424242E-4,5.51515151515151E-4,1
198.1,3,38,93.0648518831326,189.437768586693,0.255083147293504,9,49.2479039201323,129.738065168075,9,0.066128218071681,1.79925314476251E-5,1,-0.696473796999805,0.0687706993960647,0.676762661370407,0.669811320754717,0.00293651692494258,0.00230436200539036,8.73296314992428,8.47231964076522E-6,-0.323237338629593,1.01267960779595,-0.330188679245283,0.303526203000195,1,9,-0.931229300603935,5.31791907514451E-4,9,0.222848669682943,571.022715800101,0.355955956134204,4.33526011560694E-4,4.27745664739884E-4,5.3757225433526E-4,1
191.2,3,39,103.985940762735,198.436508029908,0.232780540014983,10,48.8022970574062,129.387820694703,10,0.188284518828452,1.77076377997289E-5,1,-0.395344471559977,0.0779050122019899,0.59226037929267,0.787801127626858,0.00309879123402534,0.00226984858178466,8.99581589958159,8.24142110960418E-6,-0.40773962070733,0.966585401598194,-0.212198872373142,0.604655528440023,1,9,-0.92209498779801,5.46511627906977E-4,4,0.221479042677858,593.285041841004,0.331420949026109,4.18604651162791E-4,4.36046511627907E-4,5.58139534883721E-4,1
183.1,2,43,89.386447049889,178.636877912321,0.268183230586979,12,57.814534365864,125.478668351358,10,0.169852539595849,1.85744343874098E-5,1,-0.644911085887249,0.0281876655315929,0.794063567113212,0.686104544260573,0.00318278080595821,0.00229225246467705,9.22992900054615,1.1620310654036E-5,-0.205936432886788,0.957182505033666,-0.313895455739427,0.355088914112751,1,4,-0.971812334468407,5.26627218934911E-4,7,0.207257771632172,621.187875477881,0.378402806907233,4.61538461538462E-4,4.49704142011834E-4,5.20710059171598E-4,1
189.1,2,45,89.2689130163734,184.555638204628,0.252795185777984,11,47.8919635088726,127.848774663347,11,0.185616076150185,1.72312161199294E-5,1,-0.707860696517413,0.0,0.768474215842637,0.716640085061138,0.00328565671756252,0.0024598289694468,9.41300898995241,1.04423760847091E-5,-0.231525784157363,1.0047248589069,-0.283359914938862,0.292139303482587,1,6,-1.0,5.56179775280899E-4,6,0.230219469463867,602.97673188789,0.333137599980992,4.21348314606742E-4,4.55056179775281E-4,5.2247191011236E-4,1
230.3,3,44,64.0090123596768,125.687634731896,0.225299585514486,11,39.1493001417439,76.6516590618493,10,0.178462874511507,3.62085268434304E-5,1,-0.440509915014164,0.0787535410764873,0.414322992171644,0.660771238040012,0.00430366004470741,0.00420490750543792,8.64090316977855,1.00254792066487E-5,-0.585677007828356,1.14226112295271,-0.339228761959988,0.559490084985836,1,19,-0.921246458923513,4.87437185929648E-4,27,0.217820944813416,432.366912722536,0.340454202624859,4.32160804020101E-4,3.51758793969849E-4,5.27638190954774E-4,1
199.3,3,45,86.5949475517322,135.574529074533,0.222688476595145,12,55.0849991576285,109.395892104067,11,0.176116407425991,2.2800552458038E-5,1,-0.41938202247191,0.101685393258427,0.351781313018149,0.731794756889984,0.00295278138241022,0.0037017593566564,8.58003010536879,1.4964246079256E-5,-0.648218686981851,1.19585694492271,-0.268205243110016,0.58061797752809,1,8,-0.898314606741573,4.67836257309942E-4,5,0.228476412954708,504.844957350728,0.305070586725193,5.02923976608187E-4,3.50877192982456E-4,6.37426900584795E-4,1
