@relation USER23
@attribute a0{﻿592.8,3275.7,445.6,463.6,528.8,440.6,424.5,466.6,438.6,456.7,394.6,404.5,395.5,364.4,382.5,355.5,375.5,405.6,393.5,564.8,664.9,607.9,689.9,572.7,521.7,500.7,502.7,722,690.9,726,673.9,674.9,710,730,670.9,667,687}
@attribute a1 integer[8,16]
@attribute a2 integer[67,104]
@attribute a3 real[23.9703701251988,668.24226681621]
@attribute a4 real[71.5452205986592,171.529637465641]
@attribute a5 real[0.219327422761413,0.292768722187843]
@attribute a6 integer[14,28]
@attribute a7 real[20.9871068860496,1175.22932125529]
@attribute a8 real[72.4927040250966,176.215064725498]
@attribute a9 integer[15,27]
@attribute a10 real[0.0328697850821745,0.850230485087157]
@attribute a11 real[9.77308706185086E-8,1.10615412310754E-6]
@attribute a12 real[1.0,1.01779859484778]
@attribute a13 real[-0.330318034660065,-0.173121448116186]
@attribute a14 real[0.0,0.108741192153875]
@attribute a15 real[0.160967315322124,0.888524590163934]
@attribute a16 real[0.659361420744379,0.991917868064657]
@attribute a17 real[8.98010364848252E-5,2.72954306289472E-4]
@attribute a18 real[4.34124631952388E-5,1.25886104500562E-4]
@attribute a19 real[1.0171871661019,8.16041979010495]
@attribute a20 real[9.05634872683341E-8,1.00284676465311E-6]
@attribute a21 real[-0.839032684677876,-0.129274004683841]
@attribute a22 real[0.565934267906956,0.668243178199653]
@attribute a23 real[-0.340638579255621,-0.00808213193534294]
@attribute a24 real[0.669681965339935,0.836571544221817]
@attribute a25 real[0.982512655315232,1.00996200658708]
@attribute a26 integer[9,95]
@attribute a27 real[-1.00607164541591,-0.891258807846125]
@attribute a28 real[5.08910527282749E-4,6.79577464788732E-4]
@attribute a29 integer[4,65]
@attribute a30 real[0.227180386602775,0.289735288637005]
@attribute a31 real[1116.05125622004,11149.3541229385]
@attribute a32 real[0.678634879020869,0.895389989460929]
@attribute a33 real[2.85353535353535E-4,3.85816645232409E-4]
@attribute a34 real[3.76262626262626E-4,4.8528420579645E-4]
@attribute a35 real[4.88254260709351E-4,6.05487228003784E-4]
@attribute a36 integer[1,2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
﻿592.8,16,104,37.0140982389202,104.041123374689,0.240841421694158,26,37.0365266420605,92.4664405136416,27,0.0727058029689609,4.49435991956265E-7,1.0,-0.278786606486827,0.0181589167628844,0.352579070261091,0.85162385905328,1.65471819004097E-4,8.1824051572195E-5,6.68016194331984,5.19400961680327E-7,-0.647420929738909,0.623252689712561,-0.14837614094672,0.721213393513173,1.0,56,-0.981841083237116,6.13636363636364E-4,49,0.267031338505059,6899.1713900135,0.739909976693461,2.85353535353535E-4,3.76262626262626E-4,5.4040404040404E-4,1
3275.7,15,95,51.1404476410649,116.941095142806,0.292768722187843,22,40.5577350479553,106.28392299039,24,0.850230485087157,5.91947386587997E-7,1.0,-0.330318034660065,0.108741192153875,0.312581913499345,0.991917868064657,1.52085222436709E-4,6.62965290721059E-5,1.0171871661019,4.70624836634151E-7,-0.687418086500655,0.565934267906956,-0.00808213193534294,0.669681965339935,1.0,24,-0.891258807846125,6.30252100840336E-4,31,0.248314204612063,1116.05125622004,0.684508686624787,3.42136854741897E-4,3.84153661464586E-4,5.67226890756303E-4,1
445.6,12,81,49.6885433117928,137.590358451093,0.228012179516613,20,49.9358051292461,110.172021551829,19,0.0605924596050269,4.28223914959651E-7,1.00376229982636,-0.285066563766159,0.0,0.436038270729979,0.823175053153792,1.07649301031724E-4,5.83923743414754E-5,7.20377019748653,3.86275449820746E-7,-0.563961729270021,0.581455485930639,-0.176824946846208,0.718695736060197,1.00376229982636,24,-1.00376229982636,6.51090342679128E-4,11,0.253945142941027,9181.8000448833,0.759629639451739,3.14641744548287E-4,4.17445482866044E-4,5.88785046728972E-4,1
463.6,13,87,49.16391537046,135.425091170097,0.252236821771296,22,51.8078740569752,104.41041552683,21,0.0778688524590164,5.50788456141242E-7,1.0,-0.240995352439969,0.02643299767622,0.44037843627276,0.892716886826133,1.14715804906704E-4,6.22228833353365E-5,6.9909404659189,4.03015943517982E-7,-0.55962156372724,0.620349619615143,-0.107283113173866,0.759004647560031,1.0,18,-0.97356700232378,6.0475161987041E-4,23,0.289735288637005,8826.6932700604,0.738509758998286,3.82597963591484E-4,3.88768898488121E-4,5.83153347732181E-4,1
463.6,12,76,55.404260176768,148.282105578695,0.253313662349927,20,49.8690238217697,109.121690365571,18,0.0539257981018119,4.94548767881738E-7,1.0,-0.224730127576055,0.0213935230618253,0.309380530973451,0.824247787610619,1.11451072676052E-4,6.17957370578696E-5,6.65012942191544,5.10621602837894E-7,-0.690619469026549,0.631263167155234,-0.175752212389381,0.775269872423945,1.0,24,-0.978606476938175,6.32500810898475E-4,10,0.285298438409501,8827.99590163934,0.74655500729859,3.30846578008433E-4,4.34641582873824E-4,5.74116120661693E-4,1
528.8,13,101,487.892393040873,149.16590194329,0.241529081480053,25,178.780662717573,103.333952051473,24,0.049357034795764,5.40204523580205E-7,1.0,-0.268439538384345,0.0162568991470146,0.382646339168078,0.840391492565406,1.31457901483547E-4,7.00888941878659E-5,6.88729198184569,4.94259293481889E-7,-0.617353660831922,0.581876162230682,-0.159608507434594,0.731560461615655,1.0,38,-0.983743100852985,5.98572213069742E-4,21,0.279231911625278,7740.62916036309,0.732873051591206,3.34980779791323E-4,4.36573311367381E-4,5.43657331136738E-4,1
440.6,11,76,48.5921392825821,129.395926331957,0.27027823381082,18,45.0786047956603,100.20681308649,17,0.143213799364503,5.63542545612417E-7,1.0048344718865,-0.274724119810825,0.0,0.23476343223737,0.870489174017642,1.23957441980632E-4,6.46689384582567E-5,7.19700408533817,4.74417812121402E-7,-0.76523656776263,0.636404752655436,-0.129510825982358,0.73011035207567,1.0048344718865,21,-1.0048344718865,6.559444970041E-4,13,0.275208109067743,9291.73785746709,0.713617920010206,3.12204351939451E-4,3.87890255439924E-4,6.05487228003784E-4,1
424.5,12,74,55.1044399282121,128.96190669684,0.245594121759732,20,43.8221288965901,100.028410473916,16,0.0588928150765607,4.54894218388002E-7,1.0,-0.255396842444421,0.00375899473740737,0.238632021398548,0.849445930454719,1.02596810727129E-4,5.76728286269783E-5,7.02237926972909,5.00383640226802E-7,-0.761367978601452,0.615425056231899,-0.150554069545281,0.744603157555579,1.0,21,-0.996241005262593,6.34015431063402E-4,12,0.284299315650755,9645.34864546525,0.71019427243103,3.38812479033881E-4,4.39449849043945E-4,5.63569272056357E-4,1
466.6,12,87,51.1063522340395,137.586616305056,0.248732347194661,23,47.1105958014053,111.949058194833,18,0.0537933990570081,5.24953628865227E-7,1.00418076846506,-0.282898666135775,0.0,0.160967315322124,0.659361420744379,1.3391316149873E-4,7.0261931385089E-5,7.43891984569224,4.49795069666461E-7,-0.839032684677876,0.614324562192116,-0.340638579255621,0.721282102329285,1.00418076846506,17,-1.00418076846506,6.36704119850187E-4,16,0.261047941239347,8776.33154736391,0.744336307087069,3.4860270815327E-4,4.23509075194468E-4,5.64678766925958E-4,1
438.6,10,78,50.6124333052452,138.166809639605,0.262863200116508,20,51.0635491105007,112.487761591032,20,0.100547195622435,4.34195197146918E-7,1.0,-0.231941081517353,0.0271388216303471,0.239548901419405,0.820727202022166,1.25947844237149E-4,6.5350056790926E-5,7.66073871409029,3.76528647525843E-7,-0.760451098580595,0.596936188510859,-0.179272797977834,0.768058918482647,1.0,16,-0.972861178369653,6.30952380952381E-4,16,0.274592325614646,9338.19949840401,0.734049800139014,3.60119047619048E-4,4.25595238095238E-4,5.6547619047619E-4,1
