@relation USER13
@attribute a0 {1033.3, 534.6, 499.7, 469.6, 444.5, 451.6, 463.6, 446.6, 438.4, 568.7, 549.7, 516.7, 472.5, 502.7, 532.7, 620.8, 525.8, 585.8, 550.7, 586.7, 554.7, 537.5, 515.6, 596.8, 540.7, 498.7, 481.7, 819.1, 716.7, 700.9, 611.6, 553.8, 691.8, 673.8, 641.7, 681.9, 645.7, 644.7, 613.7}
@attribute a1 integer [2, 7]
@attribute a2 integer [71, 125]
@attribute a3 real [11.6787185324967, 614.018001830337]
@attribute a4 real [44.4052229157899, 97.4309838461825]
@attribute a5 real [0.157857736149488, 0.213578155270502]
@attribute a6 integer [16, 33]
@attribute a7 real [8.48690590742353, 559.17411620453]
@attribute a8 real [28.1660193612868, 75.4866901872984]
@attribute a9 integer [17, 27]
@attribute a10 real [0.124321179208689, 0.229892761394102]
@attribute a11 real [1.81423082987742E-7, 7.71642906022955E-6]
@attribute a12 real [1.0, 1.0023100964805]
@attribute a13 real [-0.357537031658437, -0.00639244024458032]
@attribute a14 real [0.0, 0.0366868769910595]
@attribute a15 real [0.415353535353535, 0.822647793505412]
@attribute a16 real [0.659724554921062, 0.986137667304015]
@attribute a17 real [2.03729013906277E-4, 0.00212898368617295]
@attribute a18 real [6.00757616679969E-5, 9.39293259200768E-4]
@attribute a19 real [6.93119132875254, 8.80930656934307]
@attribute a20 real [1.48589702788509E-7, 8.20387433423498E-6]
@attribute a21 real [-0.584646464646465, -0.177352206494588]
@attribute a22 real [0.671959879396649, 0.856901096811433]
@attribute a23 real [-0.340275445078939, -0.0138623326959847]
@attribute a24 real [0.642462968341563, 0.99360755975542]
@attribute a25 real [1.0, 1.0023100964805]
@attribute a26 integer [24, 177]
@attribute a27 real [-1.0023100964805, -0.96331312300894]
@attribute a28 real [4.53670019259576E-4, 5.70761722894123E-4]
@attribute a29 integer [26, 112]
@attribute a30 real [0.268447688089061, 0.313378345770423]
@attribute a31 real [792.324107229265, 16621.3671450737]
@attribute a32 real [0.573130089451943, 0.851690713603849]
@attribute a33 real [2.74845648277236E-4, 4.44548432381844E-4]
@attribute a34 real [4.38690348812326E-4, 5.17030139671649E-4]
@attribute a35 real [3.83970957833008E-4, 4.6882436934793E-4]
@attribute a36 integer [1, 2]
@inputs a0, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20, a21, a22, a23, a24, a25, a26, a27, a28, a29, a30, a31, a32, a33, a34, a35
@outputs a36
@data
1033.3, 7, 125, 11.6787185324967, 44.4052229157899, 0.161267246528018, 33, 8.48690590742353, 28.1660193612868, 21, 0.1666505371141, 5.8899610604764E-6, 1.0, -0.047387953182986, 0.00242649157864687, 0.663862827563895, 0.980912326108056, 0.00212898368617295, 9.39293259200768E-4, 6.93119132875254, 8.20387433423498E-6, -0.336137172436105, 0.776469344079205, -0.0190876738919444, 0.952612046817014, 1.0, 177, -0.997573508421353, 4.74727729684446E-4, 112, 0.303921514076035, 792.324107229265, 0.698849888017996, 2.89025411896118E-4, 4.70538955598995E-4, 3.83970957833008E-4, 1
534.6, 4, 86, 18.8305719978375, 63.5268691508317, 0.171359998802316, 25, 12.8248374444207, 41.420806908282, 19, 0.140478862701085, 4.26475661740575E-6, 1.0, -0.28941018766756, 0.00268096514745308, 0.550179211469534, 0.975985663082437, 0.00144803773026938, 5.41558346843372E-4, 8.64384586606809, 5.53338675043152E-6, -0.449820788530466, 0.726273186031498, -0.0240143369175627, 0.71058981233244, 1.0, 48, -0.997319034852547, 5.23696169660247E-4, 37, 0.285847299899737, 1534.73063973064, 0.739472714453742, 3.80869941571089E-4, 4.91235663276347E-4, 4.37134819303181E-4, 1
469.6, 4, 72, 20.7424627575713, 64.4576357628816, 0.173122924852591, 17, 15.0284032566643, 42.7175457468946, 18, 0.140758091993186, 6.36844723213539E-6, 1.0, -0.192713833157339, 0.00343189017951426, 0.623758278145695, 0.878311258278146, 0.00166738126611068, 5.31730878949762E-4, 8.69037478705281, 5.27865947048655E-6, -0.376241721854305, 0.771710218160466, -0.121688741721854, 0.807286166842661, 1.0, 31, -0.996568109820486, 5.07228620436168E-4, 29, 0.311321276326092, 1750.14693356048, 0.678294751423028, 4.31266846361186E-4, 5.14579759862779E-4, 4.28816466552316E-4, 1
444.5, 4, 75, 25.9729065487579, 71.9558483376615, 0.169937889306238, 19, 15.2807703618726, 42.2855610503825, 19, 0.141957255343082, 7.71642906022955E-6, 1.0, -0.241511578349197, 1.42065634323057E-4, 0.415353535353535, 0.796767676767677, 0.00140977132393469, 4.95693142028464E-4, 8.62092238470191, 4.50761697577766E-6, -0.584646464646465, 0.772865446443897, -0.203232323232323, 0.758488421650803, 1.0, 33, -0.999857934365677, 5.58455114822547E-4, 26, 0.29975490639291, 1850.37547806524, 0.679609340282171, 3.67954070981211E-4, 5.01043841336117E-4, 4.43632567849687E-4, 1
451.6, 4, 73, 183.392163149314, 69.0971864670925, 0.180973167111941, 19, 196.722473349753, 47.8806025574259, 18, 0.144154118689105, 2.24510548538799E-6, 1.00117577895356, -0.212522045855379, 0.0, 0.59392523364486, 0.87196261682243, 0.00171580613048708, 5.39023065067872E-4, 8.62267493356953, 4.80481173942907E-6, -0.40607476635514, 0.790761014244891, -0.12803738317757, 0.788653733098178, 1.00117577895356, 37, -1.00117577895356, 5.4185927067283E-4, 32, 0.309908754533056, 1823.30203720106, 0.687377118487536, 3.80071905495634E-4, 5.08474576271186E-4, 4.26296866974833E-4, 1
463.6, 3, 77, 38.1607819090412, 74.1461868856648, 0.166004004850004, 19, 17.1675287222607, 43.011398694082, 19, 0.149050905953408, 6.03534313283744E-6, 1.0, -0.294367548307524, 0.00370015074688228, 0.685950413223141, 0.846927775781531, 0.00128464761682656, 4.89951256355806E-4, 8.46203623813632, 3.64534725223381E-6, -0.31404958677686, 0.761696887402278, -0.153072224218469, 0.705632451692476, 1.0, 42, -0.996299849253118, 5.35304613815957E-4, 27, 0.308656519786859, 1777.5737704918, 0.736187647932649, 3.7216416008157E-4, 5.12362987509559E-4, 4.33341830231965E-4, 1
438.4, 4, 74, 614.018001830337, 97.4309838461825, 0.164661906929955, 19, 67.0260308974824, 45.633300767096, 18, 0.146213503649635, 5.42066136957291E-6, 1.0, -0.2536599940245, 0.00851508813863161, 0.505695687550854, 0.771765663140765, 0.00140529212552195, 5.16015542953831E-4, 8.80930656934307, 4.34179187368704E-6, -0.494304312449146, 0.76957560443088, -0.228234336859235, 0.7463400059755, 1.0, 34, -0.991484911861368, 5.1009839461419E-4, 31, 0.294422412416961, 1882.61633211679, 0.689848015318022, 4.14293112377007E-4, 5.04919730709477E-4, 4.27239772138788E-4, 1
502.7, 4, 75, 113.511251226959, 64.6283368238771, 0.171403554543682, 17, 57.6850582097765, 42.7417070957535, 19, 0.147404018301174, 1.37220774988333E-6, 1.0, -0.271976483762598, 0.0158174692049272, 0.537872683319903, 0.964544721998388, 3.54440930076632E-4, 1.23141431753948E-4, 8.5020887209071, 7.62337638824071E-7, -0.462127316680097, 0.747343845459602, -0.0354552780016116, 0.728023516237402, 1.0, 29, -0.984182530795073, 5.00701918577445E-4, 33, 0.301238915321009, 6981.77043962602, 0.72864807534902, 4.44548432381844E-4, 4.91343004211511E-4, 4.44548432381844E-4, 1
525.8, 4, 73, 103.463704706766, 51.8481108808319, 0.172084467445562, 16, 335.379331814243, 52.4996145782352, 18, 0.165842525675162, 1.27513851587729E-6, 1.0, -0.256330588783595, 0.0239241882864689, 0.484183673469388, 0.975510204081633, 4.43137958664126E-4, 1.34930930399516E-4, 8.41194370483074, 1.15512547908884E-6, -0.515816326530612, 0.752425503827398, -0.0244897959183673, 0.743669411216405, 1.0, 41, -0.976075811713531, 4.9513904589645E-4, 43, 0.302584621783376, 6679.18238874097, 0.686358315143594, 4.25050870449921E-4, 4.90617228125707E-4, 4.25050870449921E-4, 1
585.8, 4, 87, 180.321523712047, 56.4327921240919, 0.178040563891163, 25, 134.926150168292, 40.7881678505587, 20, 0.157220894503243, 7.05648036953258E-7, 1.0, -0.216917697686928, 0.00121032813340506, 0.564958283671037, 0.667858561779897, 3.96654377673002E-4, 1.34262919392543E-4, 7.79105496756572, 6.07641365154194E-7, -0.435041716328963, 0.741099550332924, -0.332141438220103, 0.783082302313072, 1.0, 59, -0.998789671866595, 4.86415425065732E-4, 51, 0.303353523473484, 5996.41396381017, 0.663809247543928, 3.965819456617E-4, 4.68886941279579E-4, 4.31638913234005E-4, 1
